Company Name,Address,Tagline,Phone,Established,Years with Us,Profile Link
UMER DARAZ TEXTILE INDUSTRIES,"25/6,Karim Town,Near Peoples Colony No.2, Faisalabad, Pakistan",,(92 41) 8712956,,,https://www.businesslist.pk/company/196178/umer-daraz-textile-industries
UMMI TEXTILE PVT LTD.,"20-Z,Commercial Centre,Madina Town, Faisalabad, Pakistan",,(92 41) 8559166,,,https://www.businesslist.pk/company/196022/ummi-textile-pvt-ltd
Venture Trading Co.(Pvt) Ltd.,"Nagar, Punjab, Faisalabad, Pakistan",,9241-538638,,,https://www.businesslist.pk/company/120046/venture-trading-copvt-ltd
Venture Trading Co. (Pvt) Ltd.,"638,Sarfaraz Colony,Peoples Colony, Punjab, Faisalabad, Pakistan",,9241-48638,,,https://www.businesslist.pk/company/120045/venture-trading-co-pvt-ltd
Vky Exports,"P-233, Tikka Gali-2Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2604225 / 2604224,,,https://www.businesslist.pk/company/136425/vky-exports
WAHID ENGINEERING COMPANY,"Samundri Road, Punjab, Faisalabad, Pakistan",,9241-8547331 / 8542330 / 8716330,,,https://www.businesslist.pk/company/136437/wahid-engineering-company
WALEED TEXTILE,"11-Km,Jaranwala Road, Faisalabad, Pakistan",,(92 41) 8741410,,,https://www.businesslist.pk/company/196025/waleed-textile
Waqas Textile,"P-237, Hassan Arcade Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2629473 / 2629471 / 2629472,,,https://www.businesslist.pk/company/136449/waqas-textile
WARISHA INDUSTRIES,"11-KM Jaranwala Road, Faisalabad, Pakistan",,(92 41) 8741666,,,https://www.businesslist.pk/company/186065/warisha-industries
,,,,,,
WENZELBAND PAKISTAN (SMC-PVT) LTD.,"3rd Floor Hassan Shopping Mall Peoples Colony # 1, Punjab, Faisalabad, Pakistan",,9241-8554891 / 8554890,,,https://www.businesslist.pk/company/136469/wenzelband-pakistan-smc-pvt-ltd
Wintex Exports,"P-17/A, Sarfraz Colony, Punjab, Faisalabad, Pakistan",,9241-710160,,,https://www.businesslist.pk/company/136480/wintex-exports
Wintex Exports (Pvt) Ltd,"Sarfraz Colony, Punjab, Faisalabad, Pakistan",,9241-710160,,,https://www.businesslist.pk/company/136481/wintex-exports-pvt-ltd
WORTHTEX INTERNATIONAL,"Office # 1-2, Yarn Market, Punjab, Faisalabad, Pakistan",,9241-2646772 / 2625462,,,https://www.businesslist.pk/company/136498/worthtex-international
Worldover Group,"Mohallah Gojarpura Jhang Road Chak No.220 R.B., Punjab, Faisalabad, Pakistan",,9241-2651577 / 2651579,1968 Established,,https://www.businesslist.pk/company/91939/worldover-group
W.W. Textiles,"Opp.M.C.B. Dhuddiwala Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8536485 / 8536477,,,https://www.businesslist.pk/company/91889/ww-textiles
Yarntex Trading Company,"66-Feet Bazar Ashrafpura, Punjab, Faisalabad, Pakistan",,9241-2690965,,,https://www.businesslist.pk/company/91951/yarntex-trading-company
Zahidjee Brothers (Pvt) Ltd,"Nashtarabad, Punjab, Faisalabad, Pakistan",,9241-649340,,,https://www.businesslist.pk/company/136564/zahidjee-brothers-pvt-ltd
ZAIB TEXTILES GROUP (KNITWEAR DIV.),"9/4 Nasrullah Town Saeed Colony No.2 Behind Honda Motors, Punjab, Faisalabad, Pakistan",,9241-8757358 / 8522359,,,https://www.businesslist.pk/company/136571/zaib-textiles-group-knitwear-div
Zain Textiles (pvt) Ltd.,"P-223,Tikka Gali #2Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-634103,,,https://www.businesslist.pk/company/120078/zain-textiles-pvt-ltd
Z.A. International,"35-P, Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2639557 / 2645731,,,https://www.businesslist.pk/company/91966/za-international
Zaib Textiles Group,"Nasrullah Town, Punjab, Faisalabad, Pakistan",,9241-522358-59,,,https://www.businesslist.pk/company/91997/zaib-textiles-group
ZAMZAM WEAVING & PROCESSING MILLS,"Razabad P.O.Box: 342, Punjab, Faisalabad, Pakistan",,9241-2629046 / 2612575,,,https://www.businesslist.pk/company/136599/zamzam-weavingprocessing-mills
ZIS TEXTILES (PVT) LTD,"3-KM,Sheikupura Road,Khurrianwala, Faisalabad, Pakistan",,(92 41) 4363622,,,https://www.businesslist.pk/company/196032/zis-textiles-pvt-ltd
Z.N. EXPORTS (PVT) LTD.,"Jaranwala Road Dhuddiwala, Punjab, Faisalabad, Pakistan",,9241-8734945 / 8734941 / 8734942 / 8734943,,,https://www.businesslist.pk/company/136545/zn-exports-pvt-ltd
Zn Exports (Pvt) Ltd,"National Street Dhudhi Wala Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-734941,,,https://www.businesslist.pk/company/136628/zn-exports-pvt-ltd
Z.N. Fibres (Pvt) Ltd.,"Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8734945 / 8734941,,,https://www.businesslist.pk/company/91974/zn-fibres-pvt-ltd
ZN GROUP,"Jaranwala RoadDhuddiwala, Punjab, Faisalabad, Pakistan",,9241-8734945 / 8734941,,,https://www.businesslist.pk/company/103670/zn-group
ZULFIQAR TRADERS,"Office #97,Kohinoor One Plaza,Jaranwala Road, Faisalabad, Pakistan",,(92 41) 8501638,,,https://www.businesslist.pk/company/196290/zulfiqar-traders
ALI DOTT BUCKRAM FACTORY,"Sanat Singh Road,Hajiabad, Faisalabad, Pakistan",,(92 41) 8861024,,,https://www.businesslist.pk/company/190161/ali-dott-buckram-factory
,,,,,,
ALLIED CORPORATION,"110-Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2605696,,,https://www.businesslist.pk/company/132646/allied-corporation
AMIN LEATHER GARMENTS,"Office #2,2nd Floor,Naseem Heights,Chiniot Bazar, Faisalabad, Pakistan",,(92 41) 2412321,,,https://www.businesslist.pk/company/189407/amin-leather-garments
Fastech Labs International,"Opp:Railway Crossing Nigheban Pura, Punjab, Faisalabad, Pakistan",,9241-8787487,,,https://www.businesslist.pk/company/133499/fastech-labs-international
HAMMAD ENTERPRISES,"58, Basement, Railway Road, Punjab, Faisalabad, Pakistan",,9241-2604368,,,https://www.businesslist.pk/company/133815/hammad-enterprises
QAYYUM TEXTILE ENGINEERING,"Madina Town, Punjab, Faisalabad, Pakistan",,9241-8755293,,,https://www.businesslist.pk/company/135292/qayyum-textile-engineering
RUBY TRADING CO,"St.no.2, Gulistan Market, Railway Road, Faisalabad, Punjab, Pakistan",,(92 41) 2636239,2000 Established,,https://www.businesslist.pk/company/239509/ruby-trading-co
Rugs Point,"Rugs Point, Punjab, Faisalabad, Pakistan",,9241-685017,,,https://www.businesslist.pk/company/119904/rugs-point
Silver Spoon Kohenoor,"Legacy Tower,Kohinoor City,Near Al-Fathe Store, Faisalabad, Pakistan",,(92 41) 8532152,,,https://www.businesslist.pk/company/194227/silver-spoon-kohenoor
TAHIR COLOURS,"#7, Gali No.5 Katchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2611353,,,https://www.businesslist.pk/company/136140/tahir-colours
Umar Azeem International,"House #1595,D-Type Colony, Faisalabad, Pakistan",,(92 41) 2563131,,,https://www.businesslist.pk/company/184683/umar-azeem-international
ahmad din textile mills pvt ltd,"pull korian samundri road, Punjab, Faisalabad, Pakistan",,92412667569,,,https://www.businesslist.pk/company/131473/ahmad-din-textile-mills-pvt-ltd
Ahmad Din Textile Mills (Pvt) Ltd,"Pull Korian Samundri Road, Punjab, Faisalabad, Pakistan",,9241-667571-73,,,https://www.businesslist.pk/company/132397/ahmad-din-textile-mills-pvt-ltd
Al Hamd Trading Concern,"Office #29, Susan Road., Punjab, Faisalabad, Pakistan",,92418502080,,,https://www.businesslist.pk/company/131485/al-hamd-trading-concern
Amin Textile Concern,"P-83, Street no 6, Fateh Abad, Punjab, Faisalabad, Pakistan",,-6306906,2006 Established,,https://www.businesslist.pk/company/131512/amin-textile-concern
Arham Textiles & Garments,"P-11394, Al Rasheed Market, Opposite Nada Office, Millar chowk, Faisalabad, Punjab, Pakistan",,9.23E+11,2007 Established,+4  Years with us,https://www.businesslist.pk/company/252432/arham-textilesgarments
Arshad Textile Mills Ltd,"1088 Jail Road, Punjab, Faisalabad, Pakistan",,9241-634902-05,,,https://www.businesslist.pk/company/132784/arshad-textile-mills-ltd
Aslam Textilemills Ltd,"Pull Korian Samundri Road, Punjab, Faisalabad, Pakistan",,9241-667571-73,,,https://www.businesslist.pk/company/132853/aslam-textilemills-ltd
A-1 Textil,"CK-39, 28/km Satiana Road, Punjab, Faisalabad, Pakistan",,-4601183,,,https://www.businesslist.pk/company/131450/a-1-textil
Bismillah Textile,"1 km jaranwala road khurianwala, Punjab, Faisalabad, Pakistan",,414362636,1992 Established,,https://www.businesslist.pk/company/131552/bismillah-textile
Friends Fabrica,"friendsfabrica(pvt)LTD near dryport jhumrah road, FAISALABAD, Punjab, Pakistan",,9241-752345,1991 Established,,https://www.businesslist.pk/company/131656/friends-fabrica
,,,,,,
Hasco Textiles (pvt) Ltd.,"Tika Gali No 2, Punjab, Faisalabad, Pakistan",,9241-625102,1994 Established,,https://www.businesslist.pk/company/131724/hasco-textiles-pvt-ltd
H B Collection,"51, Hajvery Market, Satiana Road, Punjab, Faisalabad, Pakistan",,+92 41 8722812,,,https://www.businesslist.pk/company/131691/h-b-collection
inspkltd,"PAKISTAN, punjab, Faisalabad",,9.23E+11,2010 Established,,https://www.businesslist.pk/company/131756/inspkltd
Mian Tex,"office@15, Samundri Road, Punjab, Faisalabad, Pakistan",,0092 041 8732612,,,https://www.businesslist.pk/company/131852/mian-tex
MSD Traders,"Y&Y building sootar mandi Faisalabad, Punjab, Pakistan",,-37820702,,,https://www.businesslist.pk/company/131865/msd-traders
Mushtaq Amin Textiles,"P-32- Model Town C, Punjab, Faisalabad, Pakistan",,9241-611377,2004 Established,,https://www.businesslist.pk/company/131876/mushtaq-amin-textiles
Nafees Fabrics,"Peoples Colony Faisalabad-Pakistan, punjab",,-8004827,,,https://www.businesslist.pk/company/131881/nafees-fabrics
Noshahi Textiles,"samundari road, Punjab, Faisalabad, Pakistan",,0092-41-2405690,,,https://www.businesslist.pk/company/131909/noshahi-textiles
Printex,"110,H-Block, hashmat Chowk Faisalabad, Punjab, Pakistan",,-2008817,,,https://www.businesslist.pk/company/131948/printex
Rafiq Spinning Mills (Pvt) Ltd,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-616174-645078,,,https://www.businesslist.pk/company/135340/rafiq-spinning-mills-pvt-ltd
saleem brothers,"street 15 main bazar mansoorabad, Punjab, Faisalabad, Pakistan",,0092-41-8727534,,,https://www.businesslist.pk/company/132002/saleem-brothers
Sarfraz Textile Mills (Pvt) Ltd,"Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-633163-65,,,https://www.businesslist.pk/company/135722/sarfraz-textile-mills-pvt-ltd
Shafi Spinning Mills Ltd,"3 -Mehmood Ghaznavi Road, Punjab, Faisalabad, Pakistan",,9242-6311127-28,,,https://www.businesslist.pk/company/135798/shafi-spinning-mills-ltd
Taymur Spinning Mills Ltd,"P-54 Ravi Market Sosan Road Madina Town, Punjab, Faisalabad, Pakistan",,9241-713316-713317,,,https://www.businesslist.pk/company/136187/taymur-spinning-mills-ltd
THE COTTON COMPANY,"Yarn Market, Punjab, Faisalabad, Pakistan",,-2616836,,,https://www.businesslist.pk/company/132131/the-cotton-company
Waqas Enterprises,"2-Faisal market,satiana road,saleemi chowk,Pakistan, Punjab, Faisalabad",,-8719303,2010 Established,,https://www.businesslist.pk/company/132165/waqas-enterprises
Zahidjee Fabrics Ltd,"Nishtarabad, Punjab, Faisalabad, Pakistan",,9241-649340-2,,,https://www.businesslist.pk/company/136565/zahidjee-fabrics-ltd
Ahmad Fiaz Tex,"Chack66, Dahandra, Near Air port, Punjab, Faisalabad, Pakistan",,-7376449,,,https://www.businesslist.pk/company/131474/ahmad-fiaz-tex
alwaqar traders,"Faisalabad., Punjab, Pakistan",,-2012176,,,https://www.businesslist.pk/company/131511/alwaqar-traders
Arex Pvt. Ltd.,"91 Kohinoor Town, Punjab, Faisalabad, Pakistan",,-8655686,,,https://www.businesslist.pk/company/131525/arex-pvt-ltd
,,,,,,
Arif & Zeeshan Cotton Waste Factory,"Tata Bazar Faisalabad, Punjab, Pakistan",,-3006660501,,,https://www.businesslist.pk/company/131527/arifzeeshan-cotton-waste-factory
farhan traders,"146-mehar sadiq market railway road fsd, pakistan, Faisalabad",,92-41-2408647,,,https://www.businesslist.pk/company/131636/farhan-traders
G M Cottex,"FAISALABAD PAKISTAN, Punjab",,-2613569,,,https://www.businesslist.pk/company/131666/g-m-cottex
HUNZA TRADERS,"244-C,gulfishan colony,jhang road,Pakistan., Punjab, Faisalabad",,0092 300 7297684,,,https://www.businesslist.pk/company/131746/hunza-traders
msi textile,"p-817 st # 3 islamia park, Punjab, Faisalabad, Pakistan",,9.23E+11,,,https://www.businesslist.pk/company/131866/msi-textile
mughaltex export pvt ltd,"240-b gulberg colony, Punjab, Faisalabad, Pakistan",,9.23E+11,2000 Established,,https://www.businesslist.pk/company/131870/mughaltex-export-pvt-ltd
Textile Expert,"P-83, Street # 6, Fateh Abad, Punjab, Faisalabad, Pakistan",,-6306906,,,https://www.businesslist.pk/company/132124/textile-expert
A.A.A. Textiles Mills,"6-KM. Jhung Road, Punjab, Faisalabad, Pakistan",,9241-2651577 / 2611777,,,https://www.businesslist.pk/company/132275/aaa-textiles-mills
Al-Rehman Cloth Exports (Pvt) Ltd.,"Tikka Gali No.2 Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2636672 / 2638217 / 2642097,,,https://www.businesslist.pk/company/88186/al-rehman-cloth-exports-pvt-ltd
AWAN TRADING CORPORATION,"1, Al-Mustafa Centre, Montgomery Bazaar, Punjab, Faisalabad, Pakistan",,9241-613030,,,https://www.businesslist.pk/company/132888/awan-trading-corporation
DAULAT TEXTILES,"Street #3 Sarfraz Colony, Punjab, Faisalabad, Pakistan",,9241-8718300 / 8729678,,,https://www.businesslist.pk/company/133268/daulat-textiles
Emjay Exports (Pvt) Ltd.,"Yarn Market Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2611041 / 2610641 / 2610541,,,https://www.businesslist.pk/company/124933/emjay-exports-pvt-ltd
F.J. INTERNATIONAL,"1st Floor Sitara Shopping Center Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-2550853,,,https://www.businesslist.pk/company/133420/fj-international
HAROON RASHID (PVT) LTD.,"Jail Road Rafique Colony, Punjab, Faisalabad, Pakistan",,9241-634288,,,https://www.businesslist.pk/company/133836/haroon-rashid-pvt-ltd
ISHAQ & SONS,"Khayaban Colony No.2 Tipu Road, Punjab, Faisalabad, Pakistan",,9241-8730988 / 2612320 / 4601511,,,https://www.businesslist.pk/company/134071/ishaqsons
Madina Fabrics,"Al-Mustafa Centre Yarn Market, Punjab, Faisalabad, Pakistan",,9241-2639526 / 2627229,,,https://www.businesslist.pk/company/134530/madina-fabrics
Madood Textiles (Pvt) Ltd.,"Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2637795,,,https://www.businesslist.pk/company/90117/madood-textiles-pvt-ltd
MAHBOOB AMIN (PVT) LTD.,"P-70, Usman Plaza Gole Katchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2634322 / 2642656 / 2647714 / 2628110,,,https://www.businesslist.pk/company/90124/mahboob-amin-pvt-ltd
Maqsood Trading Corporation (Pvt) Ltd.,"Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2637795,,,https://www.businesslist.pk/company/90161/maqsood-trading-corporation-pvt-ltd
Mona Impex,"89-Sarfraz Colony Near Fountain Square, Punjab, Faisalabad, Pakistan",,9241-2611059 / 8733451 / 8713111 / 2642526,,,https://www.businesslist.pk/company/125336/mona-impex
,,,,,,
M S Enterprises,"Office No 1 Lower Ground 565 Gill Plaza Jinnah Colony Faisalabad, P.O. Box: 38000, Punjab, Pakistan",,0092-041-2610105,,,https://www.businesslist.pk/company/212600/m-s-enterprises
NIMRA TEXTILES,"1st Floor Sitara Shopping Centre Kohinoor Road, Punjab, Faisalabad, Pakistan",,9241-8734993 / 8734793,,,https://www.businesslist.pk/company/125404/nimra-textiles
Nisar Hameed Weavings (Pvt) Ltd.,"Gali Wakeelan No.4 Katchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2622656 / 2648942,,,https://www.businesslist.pk/company/134995/nisar-hameed-weavings-pvt-ltd
Rahat Fibers (Pvt) Ltd.,"P-265, Khaliq House, Samanabad, Punjab, Faisalabad, Pakistan",,9241-2660283 / 2660852 / 2660848,,,https://www.businesslist.pk/company/90881/rahat-fibers-pvt-ltd
RIAZ ENTERPRISES (PVT) LTD.,"P-181, Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-642382,,,https://www.businesslist.pk/company/119897/riaz-enterprises-pvt-ltd
Sahib Textiles (Pvt) Ltd.,"10-KM.Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-8869132 / 8869131 / 8868550 / 8868551,,,https://www.businesslist.pk/company/125577/sahib-textiles-pvt-ltd
SWEETY EXPORTS,"P-237, Hassan Arcade Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2617008 / 2627015 / 2617009 / 2627017,,,https://www.businesslist.pk/company/136115/sweety-exports
Tawakal Impex International,"Dhudiwala Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8713139 / 7139183 / 8713768,,,https://www.businesslist.pk/company/91631/tawakal-impex-international
TEXTO PRINT MILLS (PVT) LTD.,"2-Khayaban Colony, Punjab, Faisalabad, Pakistan",,9241-4362404 / 4362401 / 4362402 / 4362403,,,https://www.businesslist.pk/company/136248/texto-print-mills-pvt-ltd
T.H. Textiles,"P-15, Montogomery Bazar, Punjab, Faisalabad, Pakistan",,9241-636862,,,https://www.businesslist.pk/company/120000/th-textiles
TNA Textiles,"P-270 Sanat Singh Road, Punjab, Faisalabad, Pakistan",,9241-746147,,,https://www.businesslist.pk/company/91709/tna-textiles
Umar Bilal International,"P-127 New Grain Market Dijkot Road ., Punjab, Faisalabad, Pakistan",,9241-647316,,,https://www.businesslist.pk/company/86998/umar-bilal-international
UMER EJAZ TEXTILES,"P-18/7,Imran Industrial Estate,Chak #7,J.B. Sargodha Road, Faisalabad, Punjab, Pakistan",,(92 41) 8869956,1998 Established,,https://www.businesslist.pk/company/196021/umer-ejaz-textiles
Zahidjee Fabrics Limited,"Nashtarabad, Punjab, Faisalabad, Pakistan",,9241-2649340 / 2649341 / 2649342 / 2649343,,,https://www.businesslist.pk/company/91994/zahidjee-fabrics-limited
Z.N. Textiles (Pvt) Ltd.,"P-223, Yarn Market, Punjab, Faisalabad, Pakistan",,9241-2639053 / 2639051 / 2639052 / 2628141,,,https://www.businesslist.pk/company/91975/zn-textiles-pvt-ltd
Aali Associates,"Room # 6, 3rd Floor, Al-Mustafa Centre, Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-645276,,,https://www.businesslist.pk/company/119383/aali-associates
A.A. Munir Dyes & Chemicals,"Maqbool Road, Punjab, Faisalabad, Pakistan",,9241-8542363 / 8549631,,,https://www.businesslist.pk/company/99096/aa-munir-dyeschemicals
A.A. Textiles Ltd.,"15-Club Road, Punjab, Faisalabad, Pakistan",,9241-111333777 / 2624503 / 2624501 / 2617837 / 2617838,,,https://www.businesslist.pk/company/132273/aa-textiles-ltd
A.B. Chemicals,"Peoples Colony No.1 Main Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8722957 / 8726041,,,https://www.businesslist.pk/company/99098/ab-chemicals
Abdullah Enterprises,"Saeed Colony, Punjab, Faisalabad, Pakistan",,9241-8754475 / 8754472 / 8726871,,,https://www.businesslist.pk/company/87966/abdullah-enterprises
,,,,,,
A.b. Traders Fsd.,"P-31,Mehar Sadiq Market,Railway Road, Faisalabad, Pakistan",,(92 41) 2615935,,,https://www.businesslist.pk/company/181678/ab-traders-fsd
Addage,"Satiana Road, Punjab, Faisalabad, Pakistan",,9241-711273,,,https://www.businesslist.pk/company/114221/addage
Adil Hassan Textiles,"4-Fare Market Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2620642 / 8848290,,,https://www.businesslist.pk/company/132360/adil-hassan-textiles
ADNAN TRADERS,"2nd Floor Gole Jhang Bazar, Punjab, Faisalabad, Pakistan",,9241-2612197,,,https://www.businesslist.pk/company/132364/adnan-traders
Agha Textiles Int'l,"23 -Sb, Peoples Colony # 2, Punjab, Faisalabad, Pakistan",,9241-721886,,,https://www.businesslist.pk/company/132386/agha-textiles-intl
Ahmed Enterprises,"9,1st Floor,Pakistan Market,P.O.Box:755, Punjab, Faisalabad",,9241-618383,,,https://www.businesslist.pk/company/88025/ahmed-enterprises
AHMED SAEED WEAVING,"Montgomery St. #3, Punjab, Faisalabad, Pakistan",,9241-2614236 / 2645450,,,https://www.businesslist.pk/company/132409/ahmed-saeed-weaving
Ahmad Cloth Export (Pvt) Ltd.,"The Mall, Punjab, Faisalabad, Pakistan",,9241-2636653 / 2636651 / 2636652,,,https://www.businesslist.pk/company/132396/ahmad-cloth-export-pvt-ltd
Ahsan Textile,"Main Bazar No.1, P.O. Box 75, Punjab, Faisalabad, Pakistan",,9241-2694878 / 2613310,,,https://www.businesslist.pk/company/88040/ahsan-textile
A.H. TEXTILES,"Plot No.1, Akbarabad Jail Road, Punjab, Faisalabad, Pakistan",,9241-2633662 / 2633661,,,https://www.businesslist.pk/company/87911/ah-textiles
